Price,Close,High,Low,Open,Volume,SMA_14,RSI_14,MACD
2025-01-21,57.43000030517578,58.470001220703125,56.349998474121094,58.349998474121094,33972001.0,58.29928534371512,30.328683253252564,-2.1084823093098493
2025-01-22,55.119998931884766,57.84000015258789,54.54999923706055,57.43000030517578,48986568.0,57.74214254106794,30.480481942524847,-2.2063324738775947
2025-01-23,54.310001373291016,56.63999938964844,54.189998626708984,55.119998931884766,49582278.0,57.196428298950195,30.726540092622855,-2.322467508069174
2025-01-24,52.540000915527344,54.9900016784668,52.150001525878906,54.900001525878906,64210167.0,56.74571418762207,32.93672718330066,-2.5281862464959275
2025-01-27,50.22999954223633,52.47999954223633,49.90999984741211,52.400001525878906,66288203.0,55.98499979291643,21.63025191639288,-2.8448242708079547
2025-01-28,50.2599983215332,51.59000015258789,47.810001373291016,50.59000015258789,86563217.0,55.28714261736189,22.785503634802197,-3.0580897801591362
2025-01-29,52.77000045776367,52.77000045776367,52.77000045776367,52.77000045776367,13990368.0,54.92214257376535,36.04587304285795,-2.9901000255622208
2025-01-30,55.400001525878906,55.400001525878906,55.400001525878906,55.400001525878906,10961611.0,54.90999984741211,49.543751492195945,-2.692955830338221
2025-01-31,58.16999816894531,58.16999816894531,56.54999923706055,57.0,111500110.0,55.175713947841096,59.17159351493779,-2.2084932006692384
2025-02-01,58.15999984741211,61.06999969482422,56.5099983215332,60.5,168912946.0,55.24642835344587,52.81730765681785,-1.8045580355446802
2025-02-03,56.369998931884766,59.099998474121094,55.40999984741211,57.779998779296875,93425367.0,55.18285696847098,47.69071213105615,-1.6103119474630105
2025-02-04,56.91999816894531,57.97999954223633,55.959999084472656,57.189998626708984,42367489.0,55.18642834254673,50.128665069715915,-1.3958991250983246
2025-02-05,55.900001525878906,57.77000045776367,55.77000045776367,57.2400016784668,37787329.0,55.119285583496094,47.69833769196554,-1.2933714423495388
2025-02-06,54.91999816894531,56.380001068115234,54.54999923706055,55.90999984741211,31769107.0,54.892856870378765,42.13398922153853,-1.2764811160499008
2025-02-07,53.61000061035156,55.08000183105469,52.91999816894531,54.970001220703125,38821987.0,54.619999749319895,40.81730640498815,-1.3532023908191988
2025-02-10,52.720001220703125,54.38999938964844,52.310001373291016,53.38999938964844,31170558.0,54.44857134137835,43.8080533443667,-1.4688876441195902
2025-02-11,51.9900016784668,53.04999923706055,50.31999969482422,52.849998474121094,49471491.0,54.28285707746233,43.98963667075281,-1.6010183599707233
2025-02-12,52.400001525878906,52.9900016784668,49.04999923706055,51.9900016784668,69163693.0,54.27285712105887,49.60981206763031,-1.65358781208365
2025-02-13,53.349998474121094,53.95000076293945,52.290000915527344,52.810001373291016,41607228.0,54.49571418762207,59.40892865154515,-1.6001471668755016
2025-02-14,51.13999938964844,53.880001068115234,50.45000076293945,53.54999923706055,45983899.0,54.55857140677316,52.345419788731554,-1.7163386434153622
2025-02-17,51.41999816894531,51.689998626708984,49.5,51.0,46742293.0,54.46214267185756,45.91650537461948,-1.765476351832703
2025-02-18,50.63999938964844,51.349998474121094,49.4900016784668,51.0,38970008.0,54.12214251926967,33.787442149329436,-1.8460772926525095
2025-02-19,54.15999984741211,55.279998779296875,49.84000015258789,50.29999923706055,71927816.0,53.83571406773159,37.00582885174068,-1.6073905027307234
2025-02-20,54.880001068115234,55.349998474121094,53.25,54.0,38873355.0,53.60142844063895,39.838908135708756,-1.3446313476905516
2025-02-21,55.16999816894531,56.29999923706055,54.29999923706055,54.900001525878906,56799902.0,53.51571410042899,45.901633364036805,-1.100308806807213
2025-02-24,54.290000915527344,54.70000076293945,53.45000076293945,54.599998474121094,43162800.0,53.32785715375628,41.21576579928303,-0.966548092065203
2025-02-25,54.58000183105469,55.08000183105469,54.27000045776367,54.290000915527344,21791959.0,53.23357146126883,45.36516643235551,-0.827601042045039
2025-02-27,52.130001068115234,54.939998626708984,51.75,54.63999938964844,39073334.0,53.03428595406668,41.12030777905042,-0.9047496985652046
2025-02-28,49.709999084472656,51.900001525878906,49.5099983215332,51.209999084472656,93211241.0,52.755714416503906,38.40664873470831,-1.147931856088789
2025-03-03,49.779998779296875,51.189998626708984,46.599998474121094,50.04999923706055,108578059.0,52.54571424211775,40.81248798965835,-1.3197933217285396
2025-03-04,50.11000061035156,51.4900016784668,48.52000045776367,48.849998474121094,67731679.0,52.411428451538086,43.974353488065006,-1.4130773060433128
2025-03-05,51.4900016784668,52.04999923706055,50.5099983215332,50.599998474121094,72632328.0,52.346428462437224,47.25407340473902,-1.3599740483657143
2025-03-06,52.099998474121094,52.88999938964844,51.720001220703125,52.689998626708984,56090540.0,52.25714274815151,46.1491055790021,-1.254209939154542
2025-03-07,54.91999816894531,56.939998626708984,51.599998474121094,51.9900016784668,106855231.0,52.527142660958425,61.22327672599232,-0.9320960894543404
2025-03-10,53.2400016784668,56.790000915527344,52.7599983215332,55.11000061035156,81450055.0,52.65714291163853,54.98904633582941,-0.8031223250897455
2025-03-11,53.7599983215332,54.150001525878906,51.630001068115234,52.02000045776367,58522186.0,52.87999997820173,58.67630793998404,-0.6514408991453493
2025-03-12,53.849998474121094,54.45000076293945,52.77000045776367,54.060001373291016,48314005.0,52.857857022966655,48.93470257011116,-0.517998847852617
2025-03-13,54.58000183105469,55.0,53.619998931884766,54.349998474121094,43837645.0,52.83642850603376,48.969782397103344,-0.3493132253709845
2025-03-17,54.5,56.5,54.25,54.7400016784668,54133917.0,52.78857149396624,47.66551135822909,-0.21955326008778542
2025-03-18,54.5,54.5,54.5,54.5,0.0,52.80357142857143,50.77950655323584,-0.11538743816974772
2025-03-19,57.7599983215332,58.0,55.34000015258789,55.38999938964844,79465967.0,53.03071403503418,59.67152298088451,0.22759576349141497
2025-03-20,58.38999938964844,59.400001525878906,56.68000030517578,58.900001525878906,51729766.0,53.47785677228655,71.40902455157082,0.543977607679679
2025-03-21,56.5,58.650001525878906,55.939998626708984,58.380001068115234,104724888.0,53.962856837681365,74.09511242124232,0.6348867638360858
2025-03-24,57.90999984741211,58.36000061035156,57.04999923706055,57.689998626708984,58367956.0,54.543571199689595,76.34479234370554,0.8113553296913736
2025-03-25,57.650001525878906,59.47999954223633,57.04999923706055,58.459999084472656,66615843.0,55.08214269365583,74.54428502954157,0.9196273561543578
2025-03-26,57.43000030517578,58.630001068115234,56.29999923706055,57.900001525878906,52250161.0,55.50642830984933,70.9154982359703,0.9764258281572538
2025-03-27,57.0099983215332,57.939998626708984,56.439998626708984,57.11000061035156,49678644.0,55.85714258466448,67.52319927071474,0.9762942639013446
2025-03-28,56.65999984741211,58.400001525878906,56.400001525878906,57.36000061035156,43376048.0,55.98142841884068,57.53900396708781,0.9371452197378929
2025-04-01,55.75,56.97999954223633,55.11000061035156,55.5,40810312.0,56.16071401323591,61.652730802457135,0.8232005936654119
2025-04-02,57.43000030517578,57.7400016784668,54.36000061035156,55.84000015258789,49530064.0,56.422857012067524,65.38139445203156,0.8585636534954091
2025-04-03,57.4900016784668,57.81999969482422,56.20000076293945,56.209999084472656,42914792.0,56.68285724094936,65.29412424687811,0.881271987658991
2025-04-04,55.36000061035156,57.5,54.65999984741211,57.4900016784668,51863551.0,56.73857143947056,52.93232556512002,0.7191058168245803
2025-04-07,52.119998931884766,53.099998474121094,46.150001525878906,46.900001525878906,81905901.0,56.568571363176616,42.77035039819083,0.32539593863702265
2025-04-08,53.08000183105469,54.34000015258789,52.72999954223633,54.34000015258789,40949448.0,56.46714292253767,45.92423164095433,0.08980699539095838
2025-04-09,51.209999084472656,53.7599983215332,51.0099983215332,53.06999969482422,50850121.0,55.9992858341762,29.569572490029557,-0.24496868631425173
2025-04-11,53.0,53.959999084472656,52.15999984741211,53.959999084472656,49591603.0,55.61428587777274,34.32229135571022,-0.36167356406043183
2025-04-15,54.369998931884766,55.65999984741211,53.90999984741211,54.880001068115234,58941572.0,55.46214294433594,43.611278224910485,-0.33969970944841776
2025-04-16,54.34000015258789,54.88999938964844,53.849998474121094,54.5099983215332,34690956.0,55.20714296613421,38.325710596120345,-0.32100556974532424
2025-04-17,55.06999969482422,55.720001220703125,54.0099983215332,54.33000183105469,54279879.0,55.02285712105887,41.81472007497715,-0.24446739914718307
2025-04-21,60.290000915527344,61.099998474121094,55.5,55.54999923706055,169658526.0,55.22714287894113,56.8882448578787,0.23469471108291629
2025-04-22,59.27000045776367,61.58000183105469,59.02000045776367,60.95000076293945,89155646.0,55.38857160295759,55.290265132073124,0.5260644793209863
2025-04-23,59.9900016784668,60.16999816894531,58.130001068115234,59.68000030517578,97968387.0,55.62642887660435,57.66221847091983,0.8057865947850118
2025-04-24,60.11000061035156,61.4900016784668,59.720001220703125,60.0,97850644.0,55.937857491629465,60.41069368068558,1.0253319095036488
2025-04-25,58.29999923706055,60.45000076293945,56.720001220703125,60.310001373291016,104362729.0,56.000000272478374,52.064543122803315,1.0412680788981277
2025-04-28,57.779998779296875,58.4900016784668,57.0,57.5,50641247.0,56.0207143511091,50.67347181404273,1.0004058608083994
2025-04-29,57.70000076293945,59.5,57.349998474121094,58.0,51629064.0,56.18785721915109,56.00615834473532,0.9506090577431081
2025-04-30,56.400001525878906,57.900001525878906,56.0,57.70000076293945,55507075.0,56.49357169015067,62.20068825471558,0.7970576739493112
2025-05-02,56.130001068115234,56.9900016784668,55.86000061035156,56.15999984741211,35493371.0,56.711428778512136,59.05044161057628,0.6461321068368449
2025-05-05,56.91999816894531,57.25,56.349998474121094,56.5,30173749.0,57.11928585597447,68.10399587809415,0.5835419627911733
2025-05-06,53.7400016784668,57.4900016784668,53.41999816894531,57.0,59698908.0,57.1721431187221,52.156183024633926,0.27417911607572165
2025-05-07,54.70000076293945,55.18000030517578,52.400001525878906,52.400001525878906,100831859.0,57.19571467808315,50.98508054139119,0.10525739258336841
2025-05-08,53.150001525878906,55.97999954223633,52.79999923706055,55.5,65062799.0,57.110714776175364,46.74329749910687,-0.15193486430673886
2025-05-09,52.66999816894531,53.0,51.099998474121094,51.25,68598385.0,56.93928609575544,43.34072704502317,-0.38999818391270225
2025-05-12,56.95000076293945,57.400001525878906,55.2400016784668,56.2400016784668,89597903.0,56.70071465628488,40.22248085336664,-0.2306458976567285
2025-05-13,57.599998474121094,58.16999816894531,56.709999084472656,57.20000076293945,55623455.0,56.581428800310405,45.002984870189536,-0.05131712778748465
2025-05-14,59.91999816894531,60.400001525878906,57.400001525878906,57.900001525878906,97734016.0,56.5764285496303,49.808837975313835,0.27483863198536795
2025-05-15,61.220001220703125,61.77000045776367,60.099998474121094,60.400001525878906,79989466.0,56.655714307512554,52.847616039032445,0.6309456543751466
2025-05-16,61.08000183105469,62.130001068115234,60.349998474121094,61.599998474121094,77800547.0,56.85428592136928,57.800233548579065,0.8915885763966074
2025-05-19,61.529998779296875,62.599998474121094,61.119998931884766,61.209999084472656,53353255.0,57.12214306422642,60.56338482209749,1.1215326328099877
2025-05-20,60.349998474121094,62.189998626708984,60.099998474121094,61.95000076293945,64416562.0,57.311428615025115,57.02917363919996,1.1947761554239946
2025-05-21,61.279998779296875,61.650001525878906,59.349998474121094,60.20000076293945,57916922.0,57.65999984741211,63.203458824792236,1.3127330575381748
2025-05-22,61.0099983215332,61.720001220703125,60.349998474121094,61.0,43220436.0,58.008571079799104,63.203458824792236,1.3686510148996192
2025-05-23,62.209999084472656,62.900001525878906,60.65999984741211,61.45000076293945,90698519.0,58.38642828805106,64.00212039823097,1.4925907743785416
2025-05-26,64.37000274658203,65.94999694824219,62.7400016784668,62.83000183105469,127004476.0,59.14571407863072,79.74257740662587,1.744992977507465
2025-05-27,65.38999938964844,66.0,63.61000061035156,64.9000015258789,125848116.0,59.909285409109934,79.81036299612595,2.004225285075222
2025-05-28,66.31999969482422,68.5,65.51000213623047,65.70999908447266,162393521.0,60.8499995640346,88.0415777636052,2.2586754046927595
2025-05-29,65.41999816894531,67.61000061035156,64.75,67.19000244140625,106020315.0,61.76071384974888,85.9559999604115,2.3604960273464357
2025-05-30,71.4800033569336,74.30000305175781,70.55000305175781,71.5,547640042.0,62.798571177891326,87.23730948760478,2.8967889971015595
2025-06-02,71.19000244140625,73.5,70.70999908447266,72.19999694824219,173588228.0,63.76928574698312,85.48302211527353,3.2608157351627796
2025-06-03,68.1500015258789,72.4000015258789,67.9000015258789,71.69999694824219,166631797.0,64.35714312962124,70.70961011395322,3.2663543801525705
2025-06-04,66.72000122070312,68.58000183105469,66.5,68.3499984741211,125734824.0,64.75000027247837,63.74999475479326,3.11939626421713
2025-06-05,66.7699966430664,68.5999984741211,66.5,67.0,116558636.0,65.15642847333636,64.28928620148955,2.9726977026418027
2025-06-06,66.70999908447266,67.5,66.0999984741211,67.4000015258789,75950376.0,65.52642849513462,63.268440500506934,2.819099905250333
2025-06-09,67.12999725341797,68.30000305175781,67.0,67.75,110914040.0,66.01071412222726,68.07035716217464,2.7001373833893965
2025-06-10,68.29000091552734,69.5,66.80000305175781,67.83000183105469,158113094.0,66.51142856052944,68.4570829607024,2.668698236647927
2025-06-11,67.58999633789062,69.4000015258789,67.12000274658203,68.5999984741211,99916334.0,66.98142841884068,66.94128413803696,2.5578130899974383
2025-06-12,65.68000030517578,67.88999938964844,65.5,67.75,91116082.0,67.22928564889091,58.618977593159705,2.289424039841066
2025-06-13,64.7300033569336,65.4800033569336,63.31999969482422,64.19000244140625,90307455.0,67.25499997820172,50.951375912240984,1.97727418370674
2025-06-16,65.41000366210938,65.80000305175781,63.15999984741211,64.5,82798745.0,67.25642885480609,50.05383280540775,1.764424330069005
2025-06-17,64.5199966430664,65.87000274658203,64.11000061035156,65.41000366210938,62347373.0,67.12785720825195,45.14562507510053,1.5065565135337948
2025-06-18,64.06999969482422,65.23999786376953,63.810001373291016,64.5199966430664,49246678.0,67.03142874581474,46.26866175219614,1.2514573962913431
2025-06-19,62.529998779296875,64.4000015258789,61.7599983215332,64.0,90679408.0,66.39214270455497,17.02282690157182,0.9144827169135539
2025-06-20,63.22999954223633,64.4800033569336,62.41999816894531,62.560001373291016,155351419.0,65.82357106889997,21.53074692484364,0.6958902772148576
2025-06-23,62.790000915527344,63.20000076293945,62.04999923706055,62.599998474121094,48152988.0,65.44071388244629,26.44990376099743,0.4815984151810966
2025-06-24,64.38999938964844,64.66999816894531,63.2599983215332,63.70000076293945,84498836.0,65.27428518022809,39.9134079891352,0.43585283556680565
2025-06-25,64.31999969482422,64.9000015258789,63.90999984741211,64.9000015258789,51596980.0,65.0992853982108,39.412286029107754,0.3894612766172969
2025-06-26,64.52999877929688,65.56999969482422,64.08000183105469,64.54000091552734,63684828.0,64.94357109069824,40.699658369809484,0.36542837219464275
2025-06-27,67.31999969482422,67.69999694824219,64.44999694824219,64.80000305175781,157324744.0,64.95714269365583,50.67424552131925,0.5649989232765762
2025-06-30,67.72000122070312,68.16999816894531,66.5,67.6500015258789,100164317.0,64.91642842973981,47.86196692975578,0.7468278366071672
2025-07-01,67.19999694824219,68.12000274658203,67.01000213623047,67.72000122070312,49316098.0,64.88857133047921,48.51711275895699,0.8392937060959866
2025-07-02,64.79000091552734,67.5199966430664,64.4000015258789,67.37999725341797,72931988.0,64.82499994550433,46.73992934007701,0.7099234792271147
2025-07-03,65.2699966430664,66.20999908447266,64.91999816894531,65.4000015258789,48302742.0,64.86357089451381,52.048532904512754,0.6387650007805235
2025-07-04,65.52999877929688,65.69999694824219,64.91999816894531,65.5,32254269.0,64.87214197431292,50.47020022373973,0.5964755940526487
2025-07-07,65.87999725341797,66.58999633789062,65.12999725341797,65.80000305175781,41996456.0,64.96928487505231,55.56465353352909,0.5844655315142262
2025-07-08,66.26000213623047,66.5,65.30000305175781,65.79000091552734,40707600.0,65.12571362086705,59.0123545941194,0.5987091423251343
2025-07-09,65.94000244140625,66.8499984741211,65.72000122070312,66.47000122070312,39940889.0,65.36928531101772,65.59928438654575,0.577518729073347
